AIDS,SIDA
KATOWICE,KATOWICE
KAUNAS,KAUNAS
KAZAKHSTAN,KAZAHSTAN
KAZAKHSTAN,CATEGORIE:KAZAHSTAN
KAZAN,KAZAN
KAZIMIR MALEVICH,KAZIMIR MALEVICI
KELVIN,KELVIN
KENT,KENT
KENTUCKY,KENTUCKY (STAT SUA)
KENTUCKY,CATEGORIE:STATUL KENTUCKY, SUA
KENYA,KENYA
KENYA,CATEGORIE:KENYA
KERNEL (COMPUTER SCIENCE),NUCLEU (SISTEM DE OPERARE)
KETONE,CETONĂ
KEYBOARD (COMPUTING),TASTATURĂ
KHABAROVSK,HABAROVSK
KHARKIV,HARKIV
KHARTOUM,KHARTOUM
KHUFU,KHUFU
KIBBUTZ,KIBUŢ
KIDNEY,RINICHI
KIEV,KIEV
KIGALI,KIGALI
KILOGRAM,KILOGRAM
KILOMETRE,KILOMETRU
KILOMETRES PER HOUR,KILOMETRU PE ORĂ
KIMONO,KIMONO
KINETIC ENERGY,ENERGIE CINETICĂ
KING (CHESS),REGE (ŞAH)
KING ARTHUR,REGELE ARTUR
KING LEAR,REGELE LEAR
KINGDOM (BIOLOGY),REGN
KINSHASA,KINSHASA
KIRIBATI,KIRIBATI
KIRIBATI,CATEGORIE:KIRIBATI
KIRKUK,KIRKUK
KNESSET,KNESSET
KNIGHT (CHESS),CAL (ŞAH)
KNOSSOS,CNOSSOS
KNOT (SPEED),NOD (UNITATE DE MĂSURĂ)
KNUT HAMSUN,KNUT HAMSUN
KOALA,KOALA
KOBE,KOBE, HYOGO
KOLKATA,CALCUTTA
KONQUEROR,KONQUEROR
KONRAD ADENAUER,KONRAD ADENAUER
KOREA,COREEA
KOREA,CATEGORIE:COREEA
KOSOVO,KOSOVO
KRAKATOA,KRAKATAU
KREMLIN,KREMLIN (CITADELĂ)
KRISHNA,KRISHNA
KRYPTON,KRIPTON
KU KLUX KLAN,KU KLUX KLAN
KUALA LUMPUR,KUALA LUMPUR
KUBLAI KHAN,KUBLAI
KUIPER BELT,CENTURA KUIPER
KUOMINTANG,KUOMINTANG
KURDISTAN,KURDISTAN
KURSK,KURSK
KURT VONNEGUT,KURT VONNEGUT
KURT WALDHEIM,KURT WALDHEIM
KUWAIT,KUWEIT
KUWAIT,CATEGORIE:KUWEIT
KUWAIT CITY,KUWEIT (ORAŞ)
KWAZULU-NATAL,KWAZULU-NATAL
KYOTO,KYOTO
KYRGYZSTAN,KÂRGÂZSTAN
KYRGYZSTAN,CATEGORIE:KÂRGÂZSTAN
L,L
L'AQUILA,L'AQUILA
LA PAZ,LA PAZ
LA PLATA,LA PLATA
LA SPEZIA,LA SPEZIA
LATEX,LATEX
LABOUR PARTY (UK),PARTIDUL LABURIST (REGATUL UNIT)
LABRADOR RETRIEVER,LABRADOR RETRIEVER
LACERTA,ŞOPÂRLA (CONSTELAŢIE)
LACTIC ACID,ACID LACTIC
LADY JANE GREY,LADY JANE GREY
LAGOMORPHA,LAGOMORFE
LAGOS,LAGOS
LAHORE,LAHORE
LAKE,LAC
LAKE BAIKAL,LACUL BAIKAL
LAKE BALATON,LACUL BALATON
LAKE CONSTANCE,LACUL CONSTANŢA
LAKE ERIE,LACUL ERIE
LAKE GENEVA,LACUL GENEVA
LAKE HURON,LACUL HURON
LAKE ILMEN,LACUL ILMEN
LAKE LADOGA,LACUL LADOGA
LAKE MALAWI,LACUL NYASA
LAKE MICHIGAN,LACUL MICHIGAN
LAKE ONEGA,LACUL ONEGA
LAKE ONTARIO,LACUL ONTARIO
LAKE SUPERIOR,LACUL SUPERIOR
LAKE TANGANYIKA,LACUL TANGANYIKA
LAKE VICTORIA,LACUL VICTORIA
LAKSHMI,LAKSHMI
LAMIACEAE,LAMIACEAE
LANCASHIRE,LANCASHIRE
LANGUAGE,LIMBĂ
LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON
LANSING,LANSING, MICHIGAN
LANTHANIDE,LANTANIDE
LANTHANUM,LANTAN
LAOS,LAOS
LAOS,CATEGORIE:LAOS
LAPTEV SEA,MAREA LAPTEV
LARCH,LARIX
LARVA,LARVĂ
LARYNX,LARINGE
LAS VEGAS,LAS VEGAS, NEVADA
LASER,LASER
LATIN,LIMBA LATINĂ
LATIN AMERICA,AMERICA LATINĂ
LATIN ALPHABET,ALFABETUL LATIN
LATITUDE,LATITUDINE
LATVIA,LETONIA
LATVIA,CATEGORIE:LETONIA
LAURASIA,LAURASIA
LAUSANNE,LAUSANNE
LAVA,LAVĂ
LAW,DREPT
LAW,CATEGORIE:DREPT
LAWRENCIUM,LAWRENCIU
LAWYER,AVOCAT
LAZIO,LAZIO
LE CORBUSIER,LE CORBUSIER
LE HAVRE,LE HAVRE
LEAD,PLUMB
LEAF,FRUNZĂ
LEAGUE OF NATIONS,LIGA NAŢIUNILOR
LEANING TOWER OF PISA,TURNUL DIN PISA
LEAP YEAR,AN BISECT
LEBANON,LIBAN
LEBANON,CATEGORIE:LIBAN
LEDA (MYTHOLOGY),LEDA
LEEDS,LEEDS
LEICESTER,LEICESTER
LEIDEN,LEIDEN
LEIPZIG,LEIPZIG
LEMON,LĂMÂIE
LEMON BALM,ROINIŢĂ
LENA RIVER,LENA
LENGTH,LUNGIME
LENT,PĂRESIMI
LENTIL,LINTE (PLANTĂ)
LEO (CONSTELLATION),LEUL (CONSTELAŢIE)
LEO I (EMPEROR),LEON I (ÎMPĂRAT)
LEON TROTSKY,LEV DAVIDOVICI TROŢKI
LEONARD BERNSTEIN,LEONARD BERNSTEIN
LEONARDO DA VINCI,LEONARDO DA VINCI
LEONHARD EULER,LEONHARD EULER
LEONID BREZHNEV,LEONID BREJNEV
LEPROSY,LEPRĂ
LEPTON,LEPTON
LEPUS (CONSTELLATION),IEPURELE (CONSTELAŢIE)
LESBIAN,LESBIANĂ
LESOTHO,LESOTHO
LESOTHO,CATEGORIE:LESOTHO
LETO,LETO
LEVANT,LEVANT
LEWIS CARROLL,LEWIS CARROLL
LHOTSE,LHOTSE
LIBERALISM,LIBERALISM
LIBERIA,LIBERIA
LIBRA (CONSTELLATION),BALANŢA (CONSTELAŢIE)
LIBRARY,BIBLIOTECĂ
LIBRARY SCIENCE,BIBLIOLOGIE ŞI ŞTIINŢA INFORMĂRII
LIBREVILLE,LIBREVILLE
LIBYA,LIBIA
LIE,MINCIUNĂ
LIECHTENSTEIN,LIECHTENSTEIN
LIECHTENSTEIN,CATEGORIE:LIECHTENSTEIN
LIFE,VIAŢĂ
LIFE,CATEGORIE:VIAŢĂ
LIGHT,LUMINĂ
LIGHT-EMITTING DIODE,LED
LIGHT-YEAR,AN-LUMINĂ
LIGHTHOUSE,FAR
LIGHTNING,TRĂSNET
LIGURIA,LIGURIA
LILIACEAE,LILIACEAE
LILLE,LILLE
LIMA,LIMA
LIMERICK,LIMERICK
LIMIT (MATHEMATICS),LIMITĂ (MATEMATICĂ)
LIMNOLOGY,LIMNOLOGIE
LIMOUSIN (REGION),LIMOUSIN
LINCOLN,LINCOLN, NEBRASKA
LINCOLN,LINCOLN (DEZAMBIGUIZARE)
LINCOLNSHIRE,LINCOLNSHIRE
LINE (MATHEMATICS),DREAPTĂ (MATEMATICĂ)
LINEAR ALGEBRA,ALGEBRĂ LINIARĂ
LINEAR ALGEBRA,CATEGORIE:ALGEBRĂ LINIARĂ
LINGUA FRANCA,LINGUA FRANCA
LINGUISTICS,LINGVISTICĂ
LINGUISTICS,CATEGORIE:LINGVISTICĂ
LINUX,LINUX
LINUX,CATEGORIE:LINUX
LINZ,LINZ
LION,LEU
LIPID,LIPIDE
LIQUORICE,LEMN DULCE
LISBON,LISABONA
LISE MEITNER,LISE MEITNER
LISP (PROGRAMMING LANGUAGE),LISP
LITERATURE,LITERATURĂ
LITERATURE,CATEGORIE:LITERATURĂ
LITERATURE,PORTAL:LITERATURĂ
LITHIUM,LITIU
LITHOSPHERE,LITOSFERĂ
LITHUANIA,LITUANIA
LITHUANIA,CATEGORIE:LITUANIA
LITRE,LITRU
LITTLE OWL,CUCUVEA
LIVERPOOL,LIVERPOOL
LIVY,TITUS LIVIUS
LIZARD,ŞOPÂRLĂ
LJUBLJANA,LJUBLJANA
LOCAL AREA NETWORK,LOCAL AREA NETWORK
LOCH NESS,LOCH NESS
LOCH NESS MONSTER,MONSTRUL DIN LOCH NESS
LOCOMOTIVE,LOCOMOTIVĂ
LOGARITHM,LOGARITM
LOGIC,LOGICĂ
LOGIC,CATEGORIE:LOGICĂ
LOGIC GATE,POARTĂ LOGICĂ
LOIRE,LOIRE
LOIRE RIVER,LOARA
LOKI,LOKI
LOLITA,LOLITA
LOMBARDY,LOMBARDIA
LONDON,LONDRA
LONDON,CATEGORIE:LONDRA
LONG BEACH,LONG BEACH, CALIFORNIA
LONG ISLAND,LONG ISLAND
LONG JUMP,SĂRITURA ÎN LUNGIME
LOPE DE VEGA,LOPE DE VEGA
LORD'S PRAYER,RUGĂCIUNEA DOMNEASCĂ
LORRAINE (REGION),LORENA
LOS ANGELES,LOS ANGELES, CALIFORNIA
LOT (DEPARTMENT),LOT (DEPARTAMENT)
LOUDSPEAKER,DIFUZOR
LOUIS ARAGON,LOUIS ARAGON
LOUIS ARMSTRONG,LOUIS ARMSTRONG
LOUIS PASTEUR,LOUIS PASTEUR
LOUIS THE PIOUS,LUDOVIC CEL PIOS
LOUIS THE STAMMERER,LUDOVIC AL II-LEA AL FRANŢEI
LOUISIANA,LOUISIANA (STAT SUA)
LOUISIANA,CATEGORIE:STATUL LOUISIANA, SUA
LOUISVILLE,LOUISVILLE, KENTUCKY
LOUVRE,MUZEUL LOUVRE
LOVE,DRAGOSTE
LOW GERMAN,GERMANA DE JOS
LOWER SAXONY,SAXONIA INFERIOARĂ
LUANDA,LUANDA
LUBLIN,LUBLIN
LUCERNE,LUCERNA
LUCIANO PAVAROTTI,LUCIANO PAVAROTTI
LUCIFER,LUCIFER
LUCRETIUS,TITUS LUCRETIUS CARUS
LUDWIG BOLTZMANN,LUDWIG BOLTZMANN
LUDWIG MIES VAN DER ROHE,LUDWIG MIES VAN DER ROHE
LUDWIG WITTGENSTEIN,LUDWIG WITTGENSTEIN
LUDWIG VAN BEETHOVEN,LUDWIG VAN BEETHOVEN
LUFTWAFFE,LUFTWAFFE
LUIGI GALVANI,LUIGI GALVANI
LUIGI PIRANDELLO,LUIGI PIRANDELLO
LUMINESCENCE,LUMINESCENŢĂ
LUNAR ECLIPSE,ECLIPSĂ DE LUNĂ
LUND,LUND
LUNG,PULMON
LUPUS (CONSTELLATION),LUPUL (CONSTELAŢIE)
LUSAKA,LUSAKA
LUTHERANISM,LUTERANISM
LUXEMBOURG,LUXEMBURG
LUXEMBOURG,CATEGORIE:LUXEMBURG
LUXEMBOURG (CITY),LUXEMBURG (ORAŞ)
LUXOR,LUXOR, EGIPT
LYNX (CONSTELLATION),LINXUL (CONSTELAŢIE)
LYNX (WEB BROWSER),LYNX
LYON,LYON
LYRA,LIRA (CONSTELAŢIE)
LYSERGIC ACID DIETHYLAMIDE,ACID LISERGIC DIETILAMID
LYSOSOME,LIZOZOM
M,M
M-THEORY,TEORIA M
MS-DOS,MS-DOS
MACAU,MACAO
MACBETH,MACBETH
MACEDON,MACEDONIA ANTICĂ
MACHINE GUN,MITRALIERĂ
MACHINE TRANSLATION,TRADUCERE AUTOMATĂ
MACHU PICCHU,MACHU PICCHU
MACINTOSH,MACINTOSH
MACROECONOMICS,MACROECONOMIE
MACROECONOMICS,CATEGORIE:MACROECONOMIE
MADAGASCAR,MADAGASCAR
MADAGASCAR,CATEGORIE:MADAGASCAR
MADEIRA,MADEIRA
MADISON,MADISON, WISCONSIN
MADONNA (ENTERTAINER),MADONNA
MADRID,MADRID
MADRID (AUTONOMOUS COMMUNITY),MADRID (COMUNITATE AUTONOMĂ)
MAFIA,MAFIA (ORGANIZAŢIE)
MAGENTA,MAGENTA
MAGHREB,MAGHREB
MAGIC SQUARE,PĂTRAT MAGIC
MAGMA,MAGMĂ
MAGNA CARTA,MAGNA CHARTA LIBERTATUM
MAGNESIUM,MAGNEZIU
MAGNETIC FIELD,CÂMP MAGNETIC
MAGNETISM,MAGNETISM
MAGNETISM,CATEGORIE:MAGNETISM
MAGNETITE,MAGNETIT
MAHARASHTRA,MAHARASHTRA
MAHATMA GANDHI,MAHATMA GANDHI
MAHAYANA,MAHAYANA
MAIL,POŞTĂ
MAIMONIDES,MOISE MAIMONIDE
MAIN,MAIN
MAIN,FORMAT:ARTICOL PRINCIPAL
MAINE,MAINE (STAT SUA)
MAINE,CATEGORIE:STATUL MAINE, SUA
MAINFRAME COMPUTER,MAINFRAME
MAIZE,PORUMB
MAJOR,MAIOR (GRAD)
MAKALU,MAKALU
MALACHITE,MALACHIT
MALARIA,MALARIE
MALAWI,CATEGORIE:MALAWI
MALAYSIA,MALAEZIA
MALAYSIA,CATEGORIE:MALAEZIA
MALDIVES,MALDIVE
MALDIVES,CATEGORIE:MALDIVE
MALI,MALI
MALI,CATEGORIE:MALI
MALTA,MALTA
MALTA,CATEGORIE:MALTA
MALTESE LANGUAGE,LIMBA MALTEZĂ
MALVACEAE,MALVACEAE
MAMMAL,MAMIFER
MAMMOTH,MAMUT
MANAGEMENT,MANAGEMENT
MANAGUA,MANAGUA
MANAMA,MANAMA
MANATEE,LAMANTIN
MANCHESTER,MANCHESTER
MANCHURIA,MANCIURIA
MANDARIN (LINGUISTICS),LIMBA MANDARINĂ
MANDARIN ORANGE,MANDARIN
MANDELBROT SET,MULŢIMEA LUI MANDELBROT
MANGANESE,MANGAN
MANGO,MANGO
MANGROVE,MANGROVE
MANHATTAN,MANHATTAN
MANHATTAN PROJECT,PROIECTUL MANHATTAN
MANICHAEISM,MANIHEISM
MANILA,MANILA
MANIPUR,MANIPUR
MANITOBA,MANITOBA
MANNERISM,MANIERISM
MANNHEIM,MANNHEIM
MANTUA,MANTOVA
MANUSCRIPT,MANUSCRIS
MAO ZEDONG,MAO ZEDONG
MAOISM,MAOISM
MAP,HARTĂ
MAPLE,ACER
MAPUTO,MAPUTO
MARBLE,MARMURĂ
MARC CHAGALL,MARC CHAGALL
MARCEL DUCHAMP,MARCEL DUCHAMP
MARCEL MARCEAU,MARCEL MARCEAU
MARCEL PROUST,MARCEL PROUST
MARCH,MARTIE
MARCH 17,17 MARTIE
MARCH 19,19 MARTIE
MARCH 2,2 MARTIE
MARCH 25,25 MARTIE
MARCHE,MARCHE
MARCO POLO,MARCO POLO
MARCUS AURELIUS,MARC AURELIU
MARCUS VIPSANIUS AGRIPPA,MARCUS VIPSANIUS AGRIPPA
MARDUK,MARDUK
MARGARET MEAD,MARGARET MEAD
MARGARET MITCHELL,MARGARET MITCHELL
MARGARET THATCHER,MARGARET THATCHER
MARIA CALLAS,MARIA CALLAS
MARIANA ISLANDS,INSULELE MARIANE
MARIE ANTOINETTE,MARIA ANTOANETA
MARIE CURIE,MARIE CURIE
MARIEHAMN,MARIEHAMN
MARILYN MONROE,MARILYN MONROE
MARIO VARGAS LLOSA,MARIO VARGAS LLOSA
MARK ANTONY,MARC ANTONIU
MARK TWAIN,MARK TWAIN
MARKETING,MARKETING
MARKETING,CATEGORIE:MARKETING
MARKUP LANGUAGE,LIMBAJ DE MARCARE
MARLENE DIETRICH,MARLENE DIETRICH
MARQUIS DE SADE,MARCHIZUL DE SADE
MARRAKECH,MARRAKECH
MARS (DISAMBIGUATION),MARTE
MARS (MYTHOLOGY),MARTE (ZEU)
MARSEILLE,MARSILIA
MARSHALL ISLANDS,INSULELE MARSHALL
MARSHALL PLAN,PLANUL MARSHALL
MARSUPIAL,MARSUPIALE
MARTIN HEIDEGGER,MARTIN HEIDEGGER
MARTIN LUTHER,MARTIN LUTHER
MARTIN LUTHER KING,MARTIN LUTHER KING
MARTIN SCORSESE,MARTIN SCORSESE
MARTIN VAN BUREN,MARTIN VAN BUREN
MARTINIQUE,MARTINICA
MARTYR,MARTIR
MARX BROTHERS,FRAŢII MARX
MARXISM,MARXISM
MARY (MOTHER OF JESUS),MARIA DIN NAZARET
MARY MAGDALENE,MARIA MAGDALENA
MARY SHELLEY,MARY SHELLEY
MARY WOLLSTONECRAFT,MARY WOLLSTONECRAFT
MARYLAND,MARYLAND (STAT SUA)
MARYLAND,CATEGORIE:STATUL MARYLAND, SUA
MASHHAD,MASHHAD
MASS,MASĂ
MASSACHUSETTS,MASSACHUSETTS (STAT SUA)
MASSACHUSETTS,CATEGORIE:STATUL MASSACHUSETTS, SUA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
MASTURBATION,MASTURBARE
MATA HARI,MATA HARI
MATCH,CHIBRIT
MATERIALISM,MATERIALISM
MATHEMATICS,MATEMATICĂ
MATHEMATICS,CATEGORIE:MATEMATICĂ
MATHEMATICS,PORTAL:MATEMATICĂ
MATRIX (MATHEMATICS),MATRICE (MATEMATICĂ)
MATTER,MATERIE
MATTERHORN,MATTERHORN
MAUNA KEA,MAUNA KEA
MAURICE RAVEL,MAURICE RAVEL
MAURITANIA,MAURITANIA
MAURITIUS,MAURITIUS
MAURITIUS,CATEGORIE:MAURITIUS
MAX BORN,MAX BORN
MAX ERNST,MAX ERNST
MAX PLANCK,MAX PLANCK
MAX WEBER,MAX WEBER
MAXIMIAN,MAXIMIAN
MAXWELL'S EQUATIONS,ECUAŢIILE LUI MAXWELL
MAY,MAI
MAY 1,1 MAI
MAY 24,24 MAI
MAYENNE,MAYENNE
MCCARTHYISM,MCCARTHISM
MEASLES,RUJEOLĂ
MEASURE (MATHEMATICS),MĂSURĂ (MATEMATICĂ)
MEAT,CARNE
MECCA,MECCA
MECHANICAL ENGINEERING,CATEGORIE:INGINERIE MECANICĂ
MECHANICS,CATEGORIE:MECANICĂ
MEDEA,MEDEEA
MEDICI,FAMILIA MEDICI
MEDICINE,MEDICINĂ
MEDICINE,CATEGORIE:MEDICINĂ
MEDITATION,MEDITAŢIE
MEDITERRANEAN SEA,MAREA MEDITERANĂ
MEDUSA,MEDUSA
MEERKAT,SURICATĂ
MEIOSIS,MEIOZĂ
MEISTER ECKHART,MEISTER ECKHART
MEKONG,MEKONG
MEL GIBSON,MEL GIBSON
MELANESIA,MELANEZIA
MELODY,MELODIE
MELPOMENE,MELPOMENE
MELTING POINT,PUNCT DE TOPIRE
MEMORY,MEMORIE
MEMPHIS,MEMPHIS, TENNESSEE
MEMPHIS,MEMPHIS, EGIPT
MENACHEM BEGIN,MENAHEM BEGIN
MENELAUS,MENELAU
MENINGITIS,MENINGITĂ
MENSA (CONSTELLATION),PLATOUL (CONSTELAŢIE)
MENTAL DISORDER,BOALĂ MENTALĂ
MENTHA,MENTĂ
MERCANTILISM,MERCANTILISM
MERCURY,MERCUR (DEZAMBIGUIZARE)
MERCURY (ELEMENT),MERCUR
MERCURY (MYTHOLOGY),MERCUR (ZEU)
MERCURY (PLANET),MERCUR (PLANETĂ)
MERIDIAN (GEOGRAPHY),MERIDIANO
MERITOCRACY,MERITOCRAŢIE
MEROVINGIAN,DINASTIA MEROVINGIANĂ
MERYL STREEP,MERYL STREEP
MESON,MEZON
MESOPOTAMIA,MESOPOTAMIA
MESOPOTAMIA,CATEGORIE:MESOPOTAMIA
MESOZOIC,MEZOZOIC
MESSENGER RNA,ARN MESAGER
MESSINA,MESSINA
METABOLISM,METABOLISM
METADATA,METADATA
METAL,METAL
METALLOID,METALOID
METALLURGY,METALURGIE (INDUSTRIE)
METALLURGY,CATEGORIE:METALURGIE
METAMORPHIC ROCK,ROCI METAMORFICE
METAPHOR,METAFORĂ
METAPHYSICS,METAFIZICĂ
METAPHYSICS,CATEGORIE:METAFIZICĂ
METEORITE,METEORIT
METEOROLOGY,CATEGORIE:METEOROLOGIE
METEOROLOGY,METEOROLOGIE
METRE,METRU
METRIC SPACE,SPAŢIU METRIC
MEUSE,MEUSE (DEPARTAMENT)
MEUSE RIVER,MEUSE
MEXICO,MEXIC
MEXICO,CATEGORIE:MEXIC
MEXICO CITY,CIUDAD DE MÉXICO
MIAMI,MIAMI
MICA,MICĂ
MICHAEL (ARCHANGEL),ARHANGHELUL MIHAIL
MICHAEL FARADAY,MICHAEL FARADAY
MICHEL NEY,MICHEL NEY
MICHELANGELO,MICHELANGELO BUONARROTI
MICHIGAN,MICHIGAN (STAT SUA)
MICHIGAN,CATEGORIE:STATUL MICHIGAN, SUA
MICK JAGGER,MICK JAGGER
MICKEY MOUSE,MICKEY MOUSE
MICROBIOLOGY,MICROBIOLOGIE
MICROBIOLOGY,CATEGORIE:MICROBIOLOGIE
MICROECONOMICS,MICROECONOMIE
MICROECONOMICS,CATEGORIE:MICROECONOMIE
MICRONESIA,MICRONEZIA
MICROORGANISM,MICROORGANISM
MICROPHONE,MICROFON
MICROPROCESSOR,MICROPROCESOR
MICROSCOPE,MICROSCOP
MICROSCOPIUM,MICROSCOPUL (CONSTELAŢIE)
MICROWAVE,MICROUNDE
MIDDLE AGES,EVUL MEDIU
MIDDLE AGES,CATEGORIE:EVUL MEDIU
MIDDLE EAST,ORIENTUL MIJLOCIU
MIDDLE EAST,CATEGORIE:ORIENTUL MIJLOCIU
MIGUEL DE CERVANTES,MIGUEL DE CERVANTES
MIKHAIL BAKUNIN,MIHAIL BAKUNIN
MIKHAIL GLINKA,MIHAIL GLINKA
MIKHAIL GORBACHEV,MIHAIL SERGHEEVICI GORBACIOV
MILAN,MILANO
MILE,MILĂ
MILES DAVIS,MILES DAVIS
MILK,LAPTE
MILKY WAY,CALEA LACTEE
MILLARD FILLMORE,MILLARD FILLMORE
MILLENNIUM,MILENII
MILLIPEDE,MILIPEDE
MILTON FRIEDMAN,MILTON FRIEDMAN
MILWAUKEE,MILWAUKEE, WISCONSIN
MINERAL,MINERAL
MINERALOGY,MINERALOGIE
MINERALOGY,CATEGORIE:MINERALOGIE
MINERVA,MINERVA
MING DYNASTY,DINASTIA MING
MINIMALISM,MINIMALISM
MINING,MINERIT
MINNEAPOLIS,MINNEAPOLIS, MINNESOTA
MINNESOTA,MINNESOTA (STAT SUA)
MINNESOTA,CATEGORIE:STATUL MINNESOTA, SUA
MINOTAUR,MINOTAUR
MINSK,MINSK
MINUTE,MINUT
MIOCENE,MIOCEN
MIRACLE,MIRACOL
MIRROR,OGLINDĂ
MISHNAH,MIŞNA
MISSISSIPPI,CATEGORIE:STATUL MISSISSIPPI, SUA
MISSISSIPPI RIVER,FLUVIUL MISSISSIPPI
MISSOURI,MISSOURI (STAT SUA)
MISSOURI,CATEGORIE:STATUL MISSOURI, SUA
MITOCHONDRION,MITOCONDRIE
MNEMOSYNE,MNEMOSYNE
MOBILE PHONE,TELEFON MOBIL
MODEM,MODEM
MODERNISM,MODERNISM
MODEST MUSSORGSKY,MODEST PETROVICI MUSORGSKI
MODULATION,MODULAŢIE
MOGADISHU,MOGADISHU
MOIRAE,URSITOARE (MOIRAE)
MOLD,MUCEGAI
MOLDOVA,REPUBLICA MOLDOVA
MOLDOVA,CATEGORIE:REPUBLICA MOLDOVA
MOLE (UNIT),MOL
MOLECULAR BIOLOGY,CATEGORIE:BIOLOGIE MOLECULARĂ
MOLECULE,MOLECULĂ
MOLISE,MOLISE
MOLLUSCA,MOLUSCĂ
MOLOTOV COCKTAIL,COCTEIL MOLOTOV
MOLYBDENUM,MOLIBDEN
MOMBASA,MOMBASA
MONACO,MONACO
MONACO,CATEGORIE:MONACO
MONARCHY,MONARHIE
MONARCHY,CATEGORIE:MONARHII
MONDAY,LUNI
MONEY,BAN (MONEDĂ)
MONGOLIA,MONGOLIA
MONGOLIA,CATEGORIE:MONGOLIA
MONGOOSE,HERPESTIDAE
MONICA SELES,MONICA SELEŞ
MONISM,MONISM
MONOPOLY,MONOPOL
MONOPOLY (GAME),MONOPOLY
MONOTHEISM,MONOTEISM
MONOTREME,MONOTREME
MONROE DOCTRINE,DOCTRINA MONROE
MONS,MONS
MONSOON,MUSON
MONT BLANC,MONT BLANC
MONTANA,MONTANA (STAT SUA)
MONTANA,CATEGORIE:STATUL MONTANA, SUA
MONTE CARLO,MONTE CARLO
MONTENEGRO,MUNTENEGRU
MONTENEGRO,CATEGORIE:MUNTENEGRU
MONTERREY,MONTERREY
MONTEVIDEO,MONTEVIDEO
MONTGOMERY,MONTGOMERY, ALABAMA
MONTH,LUNĂ (TIMP)
MONTPELIER,MONTPELIER, VERMONT
MONTREAL,MONTRÉAL
MONTSERRAT,MONTSERRAT
MOON,LUNĂ
MOOSE,ELAN
MORAVIA,MORAVIA
MOROCCO,MAROC
MOROCCO,CATEGORIE:MAROC
MORPHEME,MORFEM
MORPHINE,MORFINĂ
MORPHOLOGY,MORFOLOGIE
MORPHOLOGY (LINGUISTICS),MORFOLOGIE (GRAMATICĂ)
MORSE CODE,ALFABETUL MORSE
MOSCOW,MOSCOVA
MOSELLE,MOSELLE
MOSES,MOISE
MOSHE DAYAN,MOSHE DAYAN
MOSQUE,MOSCHEE
MOSQUITO,ŢÂNŢAR
MOSSAD,MOSSAD
MOSUL,MOSUL
MOTHER,MAMĂ
MOTHER TERESA,MAICA TEREZA
MOTORCYCLE,MOTOCICLETĂ
MOUNT ATHOS,MUNTELE ATHOS
MOUNT ETNA,ETNA
MOUNT EVEREST,EVEREST
MOUNT FUJI,FUJI
MOUNT KILIMANJARO,KILIMANJARO
MOUNT MCKINLEY,MUNTELE MCKINLEY
MOUNT OLYMPUS,OLIMP (MITOLOGIE)
MOUNT PINATUBO,PINATUBO
MOUNT RUSHMORE,MOUNT RUSHMORE
MOUNT ST. HELENS,MOUNT ST. HELENS
MOUNT VESUVIUS,VEZUVIU
MOUNTAIN,MUNTE
MOUNTAIN PASS,TRECĂTOARE
MOUSE (COMPUTING),MAUS
MOZAMBIQUE,MOZAMBIC
MUHAMMAD,MAHOMED
MUHAMMAD ALI,MUHAMMAD ALI
MULBERRY,DUD
MULE,CATÂR
MUMBAI,MUMBAI
MUNICH,MÜNCHEN
MUNICIPALITY,MUNICIPIILE ROMÂNIEI
MURMANSK,MURMANSK
MURRAY GELL-MANN,MURRAY GELL-MANN
MUSA (GENUS),BANANĂ
MUSCA,MUSCA (CONSTELAŢIE)
MUSCLE,SISTEMUL MUSCULAR
MUSE,MUZE
MUSEUM,MUZEU
MUSIC,MUZICĂ
MUSIC,CATEGORIE:MUZICĂ
MUSICAL INSTRUMENT,INSTRUMENT MUZICAL
MUSKET,MUSCHETĂ
MUSTELIDAE,MUSTELIDE
MUTATION,MUTAŢIE GENETICĂ
MYANMAR,CATEGORIE:MYANMAR
MYCENAE,MICENE
MYCOLOGY,MICOLOGIE
MYCOLOGY,CATEGORIE:MICOLOGIE
MYSTICISM,MISTICISM
MYTH,MIT
MYTHOLOGY,MITOLOGIE
MYTHOLOGY,CATEGORIE:MITOLOGIE
N,N
N'DJAMENA,N'DJAMENA
NASDAQ,NASDAQ
NATO,ORGANIZAŢIA TRATATULUI ATLANTICULUI DE NORD
NATO,CATEGORIE:NATO
NADINE GORDIMER,NADINE GORDIMER
NADIR,NADIR
NAGASAKI,NAGASAKI
NAGOYA,NAGOYA, AICHI
NAHUATL,LIMBA NAHUATL
NAIROBI,NAIROBI
NAMIB DESERT,DEŞERTUL NAMIB
NAMIBIA,NAMIBIA
NAMIBIA,CATEGORIE:NAMIBIA
NAMUR (CITY),NAMUR
NANCY,NANCY
NANGA PARBAT,NANGA PARBAT
NANJING,NANJING
NANOTECHNOLOGY,NANOTEHNOLOGIE
NANTES,NANTES
NAPLES,NEAPOLE
NAPOLEONIC WARS,RĂZBOAIE NAPOLEONIENE
NARCISSUS (MYTHOLOGY),NARCIS
NASHVILLE,NASHVILLE, TENNESSEE
NASSAU,NASSAU
NATION,NAŢIUNE
